OrderID,CustomerID,ManagerID,Quantity,Price,Freight,OrderDate,ShippedDate
88,VJ95,man88,99,97.35,22.23,2018-03-16,2018-05-03
89,FI43,man74,69,99.71,22.69,2018-04-22,2018-05-05
90,FA37,man96,36,49.09,26.6,2018-04-28,2018-05-29
91,NF63,man50,15,27.48,26.05,2018-04-17,2018-05-02
92,ZX64,man85,60,68.97,11.94,2018-03-18,2018-05-06
93,IB22,man27,3,59.74,20.19,2018-04-21,2018-05-14
94,GX90,man71,95,41.54,11.35,2018-03-15,2018-05-23
95,KV67,man75,5,37.43,16.36,2018-04-08,2018-05-06
96,AF08,man61,51,34.11,27.13,2018-04-06,2018-05-01
97,GS61,man15,6,80.04,15.08,2018-04-27,2018-05-19
98,BJ35,man97,15,68.16,10.82,2018-04-30,2018-05-16
99,WC21,man87,99,92.1,27.58,2018-03-02,2018-05-12
100,FJ43,man05,8,88.54,12.15,2018-03-12,2018-05-27
101,RG80,man45,75,49.03,22.18,2018-04-18,2018-05-22
102,MZ24,man55,61,68.21,21.97,2018-04-16,2018-05-21
103,UH44,man17,27,79.77,25.88,2018-04-13,2018-05-19
104,DG50,man30,14,80.69,28.34,2018-03-10,2018-05-30
105,GF35,man42,49,52.73,27.73,2018-04-06,2018-05-04
106,XE48,man00,56,29.64,29.61,2018-03-29,2018-05-27
107,QS89,man83,80,89.6,22.72,2018-04-07,2018-05-04
108,PG67,man97,66,87.17,26.34,2018-04-13,2018-05-09
109,XB69,man24,12,96.72,28.45,2018-03-24,2018-05-12
110,IC14,man82,78,59.09,17.38,2018-03-28,2018-05-05
111,FC76,man63,82,52.81,21.25,2018-04-13,2018-05-30
112,OZ58,man27,18,36.74,27.7,2018-04-28,2018-05-24
113,XJ84,man26,34,41.2,24.41,2018-03-10,2018-05-01
114,PY33,man73,51,94.87,23.74,2018-03-31,2018-05-13
115,YI86,man46,63,56.42,16.08,2018-03-06,2018-05-06
116,RC41,man61,25,26.6,25.5,2018-03-16,2018-05-28
117,KR13,man30,26,54.34,13.14,2018-04-20,2018-05-24
118,IH34,man40,11,89.37,29.75,2018-04-15,2018-05-24
119,CB89,man06,20,29.83,21.62,2018-04-09,2018-05-29
120,TS49,man78,65,91.48,25.63,2018-04-29,2018-05-20
121,KI74,man62,96,31.66,24.23,2018-03-17,2018-05-06
122,CY52,man28,97,83.34,13.41,2018-03-22,2018-05-09
123,BS81,man17,15,88.79,18.42,2018-04-15,2018-05-12
124,NV61,man02,46,98.81,22.54,2018-04-21,2018-05-21
125,MY32,man75,78,90.45,15.89,2018-04-24,2018-05-07
126,EP61,man82,51,59.8,29.09,2018-04-27,2018-05-04
127,KP79,man40,13,59.48,19.04,2018-04-30,2018-05-05
128,WK00,man66,92,73.06,11.78,2018-03-30,2018-05-28
129,WO63,man62,57,87.11,23.5,2018-03-17,2018-05-30
130,PQ95,man86,39,72.27,28.39,2018-04-10,2018-05-02
131,HH71,man30,69,21.67,20.23,2018-03-08,2018-05-28
132,VB28,man42,43,93.37,10.25,2018-03-18,2018-05-23
133,BV62,man12,6,66.05,22.76,2018-03-31,2018-05-10
134,QX81,man75,39,70.84,28.31,2018-03-07,2018-05-07
135,ZA39,man53,85,32.43,17.99,2018-03-01,2018-05-01
136,CJ13,man03,60,40.81,27.51,2018-03-09,2018-05-15
137,XJ28,man99,12,75.64,20.55,2018-04-29,2018-05-09
138,ZQ13,man30,91,60.67,24.46,2018-03-21,2018-05-13
139,SG24,man28,65,77.99,10.26,2018-04-26,2018-05-12
140,GB39,man12,52,65.01,15.22,2018-04-27,2018-05-13
141,AR48,man03,43,85.36,12.76,2018-03-23,2018-05-10
142,OU43,man92,68,99.95,19.34,2018-04-30,2018-05-22
143,XO56,man94,59,38.19,27.46,2018-04-18,2018-05-18
144,QR77,man06,39,75.69,29.75,2018-03-17,2018-05-21
145,UR36,man06,82,69.81,12.98,2018-04-25,2018-05-06
146,FT88,man89,49,96.65,11.93,2018-03-27,2018-05-21
147,PQ03,man57,49,37.78,17.93,2018-03-07,2018-05-07
148,IT08,man55,71,97.04,28.77,2018-04-30,2018-05-17
149,NN96,man55,99,28.67,27.52,2018-03-13,2018-05-23
150,BN94,man68,38,49.56,23.77,2018-03-22,2018-05-30
151,YD33,man88,12,76.44,19.85,2018-03-12,2018-05-22
152,MR31,man08,93,96.98,24.62,2018-03-19,2018-05-29
153,PH66,man15,12,90.5,23.07,2018-03-18,2018-05-06
154,ZM92,man53,17,67.85,15.0,2018-04-19,2018-05-29
155,NJ20,man98,48,85.02,25.43,2018-03-01,2018-05-08
156,QU27,man31,1,45.53,15.24,2018-03-11,2018-05-30
157,ML20,man15,57,94.93,13.64,2018-03-21,2018-05-15
158,MK99,man86,34,98.84,12.71,2018-03-26,2018-05-11
159,UD95,man78,30,73.24,25.46,2018-03-29,2018-05-25
160,LT15,man93,67,69.47,14.9,2018-03-31,2018-05-26
161,HO15,man86,84,66.37,11.82,2018-03-05,2018-04-30
162,YG19,man55,4,59.04,16.85,2018-03-20,2018-05-17
163,IR61,man98,34,91.04,12.73,2018-04-07,2018-05-16
164,XH92,man36,20,38.04,23.94,2018-03-05,2018-05-18
165,MG42,man83,83,41.87,17.87,2018-03-28,2018-05-05
166,ZQ65,man07,73,81.02,15.56,2018-04-25,2018-05-29
167,SN92,man48,90,50.75,29.11,2018-03-23,2018-05-15
168,AN91,man84,47,32.32,17.22,2018-03-24,2018-05-26
169,AZ42,man66,1,25.7,26.94,2018-04-13,2018-05-13
170,LV09,man50,66,77.29,15.51,2018-03-07,2018-05-05
171,RO57,man97,86,86.87,10.58,2018-04-06,2018-05-04
172,QH97,man25,45,63.39,26.98,2018-04-08,2018-05-24
173,TG28,man62,1,86.24,11.24,2018-03-28,2018-05-20
174,EU77,man52,23,32.64,27.9,2018-03-06,2018-05-24
175,GQ15,man20,29,51.29,28.24,2018-03-31,2018-05-25
176,HR29,man49,57,63.98,10.53,2018-04-03,2018-05-28
177,JR64,man88,31,46.88,28.59,2018-04-12,2018-05-21
178,NI72,man31,69,23.56,17.4,2018-04-22,2018-05-04
179,PH57,man82,73,26.79,12.86,2018-04-21,2018-05-16
180,CK06,man24,32,67.45,17.98,2018-04-22,2018-05-09
181,EC25,man35,34,53.31,26.61,2018-03-21,2018-05-07
182,LP02,man28,42,50.68,23.28,2018-04-14,2018-05-21
183,RZ42,man16,10,27.69,20.32,2018-03-27,2018-05-06
184,MA76,man27,98,29.11,20.68,2018-03-21,2018-05-04
185,WH28,man33,90,70.35,17.05,2018-03-16,2018-05-19
186,YT69,man18,57,92.62,29.18,2018-04-05,2018-05-29
187,DF39,man77,55,81.8,10.34,2018-03-19,2018-05-09
188,JQ42,man98,80,70.11,11.41,2018-04-14,2018-05-20
189,GA33,man25,90,95.25,13.58,2018-04-17,2018-05-08
190,JC77,man72,57,93.53,14.34,2018-04-19,2018-05-15
191,KA46,man38,42,58.97,27.11,2018-03-07,2018-04-30
192,KP82,man54,44,82.71,23.82,2018-04-08,2018-05-14
193,FH49,man78,89,22.54,26.23,2018-04-17,2018-05-21
194,LX75,man23,44,33.33,17.51,2018-04-10,2018-05-09
195,BD14,man67,2,22.22,26.55,2018-03-03,2018-05-14
196,GO39,man42,23,81.08,25.01,2018-04-11,2018-05-03
197,YS49,man50,23,95.41,16.35,2018-04-30,2018-05-28
198,DX74,man43,16,79.39,16.26,2018-04-14,2018-05-12
199,BL85,man27,24,59.53,12.56,2018-03-13,2018-05-10
200,PE24,man27,91,69.88,11.62,2018-03-07,2018-05-05
201,DP36,man32,30,46.03,12.49,2018-04-11,2018-05-09
202,LY97,man37,75,66.45,26.38,2018-03-07,2018-05-05
203,WL19,man79,72,66.73,11.63,2018-03-22,2018-05-23
204,CZ90,man99,96,71.83,25.86,2018-04-11,2018-05-23
205,XI34,man85,34,94.89,25.65,2018-04-02,2018-05-26
206,SY46,man33,98,28.33,22.38,2018-04-12,2018-05-30
207,LJ88,man98,77,27.22,23.86,2018-03-11,2018-05-18
208,ZP21,man24,9,80.54,15.56,2018-03-07,2018-05-12
209,PM96,man42,57,63.41,15.45,2018-04-14,2018-05-09
210,DJ13,man78,63,80.64,28.98,2018-03-17,2018-05-06
211,UH03,man08,5,21.58,15.77,2018-04-08,2018-04-30
212,HC07,man14,43,50.44,22.82,2018-03-21,2018-05-08
213,GD83,man29,21,72.87,23.97,2018-03-02,2018-05-16
214,MG13,man99,25,94.51,15.55,2018-04-06,2018-05-26
215,OF16,man79,59,72.74,22.6,2018-03-16,2018-05-14
216,EG49,man52,76,95.72,16.5,2018-03-19,2018-05-08
217,BM34,man67,69,23.04,29.77,2018-03-19,2018-05-21
218,KZ51,man33,54,94.42,15.86,2018-03-23,2018-05-02
219,ZW52,man64,51,67.4,18.78,2018-04-01,2018-05-08
220,XS26,man80,30,81.47,28.94,2018-03-27,2018-04-30
221,HP67,man28,78,69.64,26.66,2018-03-02,2018-05-01
222,AI11,man20,23,34.35,21.19,2018-03-29,2018-05-13
223,QR42,man77,9,71.83,28.12,2018-03-25,2018-05-25
224,ZL77,man59,10,26.75,27.33,2018-04-10,2018-05-08
225,CJ94,man70,20,20.57,20.89,2018-04-02,2018-05-25
226,AE86,man21,40,96.45,24.08,2018-03-13,2018-05-24
227,KV43,man50,21,37.44,14.21,2018-03-09,2018-05-10
228,ZR42,man36,79,53.31,27.47,2018-04-23,2018-05-23
229,IT81,man30,54,25.89,23.8,2018-03-12,2018-05-24
230,JY10,man35,8,63.98,18.63,2018-03-30,2018-05-18
231,AI04,man13,68,71.4,21.56,2018-04-08,2018-05-09
232,GW69,man24,35,53.68,25.12,2018-03-20,2018-05-03
233,OX32,man04,21,54.51,27.33,2018-03-11,2018-05-10
234,VO21,man19,25,25.81,22.89,2018-03-21,2018-05-21
235,IN02,man84,50,69.46,11.43,2018-03-15,2018-05-05
236,YL67,man44,33,90.2,12.62,2018-03-13,2018-05-24
237,WY72,man12,33,28.8,29.39,2018-04-23,2018-05-05
238,SA27,man17,99,94.03,28.24,2018-03-02,2018-05-24
239,TG92,man33,70,34.32,28.73,2018-03-06,2018-05-04
240,AN67,man83,11,60.42,20.24,2018-03-16,2018-05-24
241,WM33,man97,43,41.37,23.1,2018-04-27,2018-05-21
242,KY22,man75,80,94.18,15.53,2018-04-21,2018-05-20
243,GU72,man63,44,26.44,23.02,2018-04-14,2018-05-17
244,GS04,man33,61,68.6,18.23,2018-03-05,2018-05-30
245,OJ94,man41,74,42.88,25.63,2018-04-05,2018-05-30
246,BJ37,man63,38,80.41,24.9,2018-03-04,2018-05-07
247,ST15,man39,46,44.27,24.62,2018-04-17,2018-05-12
248,PZ84,man96,19,53.89,20.81,2018-03-17,2018-05-22
249,CH04,man72,91,33.9,11.25,2018-03-02,2018-05-26
250,IP11,man14,15,24.21,21.32,2018-04-02,2018-05-30
251,ET40,man36,96,97.3,16.4,2018-04-29,2018-05-12
252,DK01,man46,20,79.42,28.76,2018-03-19,2018-05-14
253,PV17,man46,92,60.6,27.98,2018-03-25,2018-05-12
254,GW85,man32,58,48.35,28.26,2018-03-03,2018-05-05
255,TA33,man95,29,53.15,22.7,2018-04-06,2018-05-09
256,GL08,man24,9,28.23,29.76,2018-04-30,2018-05-07
257,TO57,man51,16,78.96,15.3,2018-04-25,2018-05-24
258,UJ18,man25,81,84.21,21.38,2018-04-13,2018-05-18
259,RS65,man27,69,84.72,23.95,2018-04-24,2018-05-14
260,MU71,man33,97,70.5,16.55,2018-03-26,2018-05-15
261,IR14,man52,89,64.32,16.52,2018-03-06,2018-05-07
262,ZG75,man04,23,65.22,13.98,2018-04-24,2018-05-10
263,ST83,man05,89,44.18,15.36,2018-03-24,2018-05-27
264,OL50,man19,96,91.48,19.37,2018-04-20,2018-05-11
265,XJ87,man93,55,49.56,13.92,2018-03-03,2018-05-26
266,IX30,man75,96,31.41,17.23,2018-04-06,2018-05-20
267,CR01,man82,53,52.41,15.2,2018-04-16,2018-05-09
268,ZG75,man83,5,75.04,27.92,2018-04-23,2018-05-08
269,MO88,man25,82,45.93,19.19,2018-03-31,2018-05-12
270,JU46,man20,84,45.04,28.41,2018-04-08,2018-05-16
271,YO50,man21,36,21.1,25.27,2018-04-20,2018-05-23
272,RQ33,man95,35,61.19,23.83,2018-04-15,2018-05-10
273,HF15,man51,52,61.74,15.29,2018-04-15,2018-05-28
274,QL39,man47,59,79.39,26.91,2018-04-30,2018-05-08
275,LW36,man76,82,44.41,15.56,2018-04-16,2018-05-24
276,QB59,man22,5,78.03,18.42,2018-03-13,2018-05-14
277,YU26,man41,30,67.15,17.53,2018-03-16,2018-05-04
278,EY58,man86,91,72.94,20.43,2018-04-11,2018-05-11
279,BJ20,man92,43,31.08,14.08,2018-03-18,2018-05-19
280,XB12,man36,39,20.85,16.1,2018-03-22,2018-05-17
281,CA81,man33,17,63.25,15.95,2018-04-12,2018-05-06
282,LT86,man18,65,86.92,17.38,2018-04-07,2018-05-08
283,KY30,man72,40,86.96,16.97,2018-03-02,2018-05-05
284,DA56,man69,37,48.63,27.44,2018-03-31,2018-05-02
285,JJ62,man88,5,79.24,15.43,2018-04-03,2018-05-11
286,JU19,man64,25,59.05,10.73,2018-04-18,2018-05-11
287,WL06,man90,8,64.3,10.57,2018-03-13,2018-05-28
288,KK31,man41,22,60.89,18.8,2018-04-03,2018-05-06
289,RC76,man98,79,33.16,20.36,2018-03-09,2018-05-24
290,KD87,man12,13,72.57,11.34,2018-03-19,2018-05-01
291,IE56,man20,100,34.3,24.19,2018-03-20,2018-05-15
292,ZK79,man71,42,49.72,17.26,2018-03-15,2018-05-30
293,JB93,man13,63,41.38,25.1,2018-03-23,2018-05-03
294,VO68,man65,18,45.11,26.5,2018-03-13,2018-05-15
295,CG77,man58,92,20.57,22.54,2018-03-21,2018-05-24
296,SD08,man79,5,72.89,13.19,2018-04-26,2018-05-12
297,ZY76,man71,35,24.49,22.06,2018-04-18,2018-05-17
298,VD47,man64,26,46.08,12.03,2018-04-16,2018-05-29
299,YP88,man34,36,39.62,18.18,2018-04-19,2018-05-12
300,YY58,man04,94,85.4,13.94,2018-03-28,2018-05-17
301,JP68,man99,37,67.38,11.42,2018-03-17,2018-05-26
302,GD96,man79,44,50.69,10.86,2018-04-03,2018-05-24
303,JR09,man06,88,78.46,15.77,2018-04-14,2018-05-01
304,JB26,man05,70,49.34,14.87,2018-03-02,2018-05-29
305,EI89,man99,83,66.95,19.49,2018-03-14,2018-05-25
306,ZL89,man98,67,24.06,27.85,2018-04-11,2018-05-03
307,LO19,man01,87,67.07,20.28,2018-04-28,2018-05-28
308,ER30,man41,89,81.94,15.66,2018-04-29,2018-05-29
309,IY63,man89,94,23.87,12.55,2018-04-30,2018-05-17
310,KO74,man94,31,48.2,24.83,2018-03-13,2018-05-08
311,EK42,man00,33,57.07,12.39,2018-03-18,2018-05-17
312,BB70,man29,17,87.21,23.6,2018-04-19,2018-05-11
313,CL55,man37,45,35.02,24.15,2018-03-20,2018-05-17
314,VC50,man54,5,54.84,22.74,2018-03-11,2018-05-09
315,EA10,man07,82,87.21,19.25,2018-04-19,2018-05-22
316,QT82,man96,60,52.04,24.0,2018-03-15,2018-05-28
317,HP25,man57,66,95.79,23.18,2018-03-18,2018-05-17
318,WD22,man62,8,67.23,29.78,2018-04-17,2018-05-15
319,LO16,man46,88,50.91,28.28,2018-04-18,2018-05-12
320,GD93,man34,54,94.25,19.51,2018-04-30,2018-05-28
321,SI06,man02,81,37.26,12.95,2018-04-21,2018-05-11
322,TH41,man43,36,48.47,14.11,2018-04-18,2018-05-06
323,AJ85,man50,25,37.81,12.77,2018-04-01,2018-05-24
324,KY97,man69,58,20.86,21.46,2018-04-22,2018-05-12
325,YX97,man04,72,24.0,19.4,2018-04-11,2018-04-30
326,LQ69,man59,10,60.15,15.51,2018-03-25,2018-05-22
327,SW60,man10,49,80.09,28.98,2018-03-18,2018-05-02
328,PJ37,man45,35,86.0,17.06,2018-03-15,2018-05-11
329,OH28,man29,26,67.68,14.01,2018-04-23,2018-05-21
330,MS60,man63,18,71.74,11.09,2018-04-04,2018-05-25
331,GH57,man42,99,41.49,16.77,2018-03-02,2018-05-02
332,YD35,man00,40,21.2,18.81,2018-04-08,2018-05-23
333,JF81,man42,28,98.38,22.21,2018-04-13,2018-05-03
334,JQ82,man11,73,82.98,26.39,2018-04-21,2018-05-25
335,PE67,man42,10,88.56,27.51,2018-03-16,2018-05-21
336,VD93,man65,48,80.5,16.49,2018-03-06,2018-05-01
337,KA77,man16,96,79.38,25.12,2018-03-01,2018-05-25
338,CG55,man39,25,76.02,25.95,2018-03-06,2018-05-17
339,XO60,man21,6,89.08,10.35,2018-03-07,2018-05-09
340,KB89,man98,95,49.3,27.78,2018-04-18,2018-05-13
341,XY58,man24,76,73.76,29.49,2018-03-26,2018-05-14
342,RE52,man99,41,22.77,17.67,2018-04-12,2018-05-21
343,AW68,man45,38,48.64,19.61,2018-04-25,2018-05-15
344,LP58,man36,7,42.61,10.9,2018-04-28,2018-05-01
345,HW42,man95,1,25.36,18.93,2018-03-23,2018-05-01
346,RR45,man56,12,60.84,12.08,2018-04-26,2018-05-18
347,FV50,man69,2,68.68,28.81,2018-04-15,2018-05-27
348,TS74,man42,70,93.37,11.99,2018-04-29,2018-05-11
349,RG52,man83,91,37.63,22.79,2018-03-10,2018-05-17
350,TL22,man51,9,49.92,21.61,2018-03-20,2018-05-09
351,IZ96,man02,2,82.48,18.63,2018-03-08,2018-04-30
352,GR50,man36,35,50.15,17.98,2018-04-27,2018-05-05
353,WS91,man89,73,98.8,19.46,2018-03-27,2018-05-21
354,XP71,man33,47,56.56,22.57,2018-03-31,2018-05-24
355,XG24,man31,67,60.6,13.49,2018-03-22,2018-05-25
356,EM07,man34,75,39.08,20.05,2018-03-27,2018-05-27
357,GV69,man07,96,69.25,21.23,2018-03-30,2018-05-26
358,IH62,man44,46,63.98,23.09,2018-04-27,2018-05-12
359,YG15,man60,81,89.62,28.51,2018-04-16,2018-05-10
360,JO80,man59,24,83.13,16.43,2018-03-22,2018-05-16
361,IN89,man51,87,34.19,23.24,2018-04-06,2018-05-24
362,BT29,man01,19,76.85,21.0,2018-03-29,2018-05-03
363,VE26,man35,13,25.98,21.32,2018-03-18,2018-05-06
364,NF45,man51,51,35.34,14.16,2018-03-08,2018-05-03
365,ZG27,man33,56,84.63,17.03,2018-04-13,2018-05-28
366,XV13,man01,92,97.89,28.99,2018-03-21,2018-05-12
367,DP20,man06,34,44.04,15.59,2018-04-30,2018-05-03
368,RM21,man37,85,71.75,23.31,2018-03-29,2018-05-23
369,TD53,man52,86,27.86,17.76,2018-04-06,2018-05-06
370,ER32,man82,97,61.49,19.02,2018-04-04,2018-05-13
371,TI18,man15,45,72.57,22.75,2018-03-21,2018-05-12
372,KP22,man00,11,78.13,28.3,2018-04-02,2018-05-09
373,BC83,man17,10,82.55,16.95,2018-04-18,2018-05-17
374,WW14,man85,96,30.3,23.39,2018-03-25,2018-05-07
375,OE86,man51,49,86.06,21.49,2018-03-25,2018-05-30
376,ZA12,man62,70,27.7,14.34,2018-03-06,2018-05-01
377,DB65,man42,27,65.75,16.53,2018-03-12,2018-05-27
378,IB23,man61,95,44.52,18.83,2018-04-26,2018-05-07
379,ID34,man73,12,67.24,24.0,2018-03-28,2018-05-27
380,HJ26,man32,24,43.06,25.05,2018-04-18,2018-05-29
381,CU94,man21,11,86.3,23.6,2018-04-13,2018-05-20
382,UM23,man51,37,35.69,27.02,2018-04-09,2018-05-01
383,GL51,man06,21,90.12,11.75,2018-03-08,2018-05-01
384,LP00,man64,51,59.15,27.41,2018-03-06,2018-05-29
385,AO81,man86,5,96.94,23.25,2018-03-01,2018-05-28
386,XW34,man04,83,44.72,21.31,2018-04-09,2018-04-30
387,DA44,man15,53,69.2,10.12,2018-03-13,2018-05-14
388,HD09,man15,97,70.93,21.96,2018-04-18,2018-05-22
389,QK73,man30,91,22.88,23.12,2018-03-02,2018-05-23
390,QU22,man54,2,27.37,21.06,2018-04-28,2018-05-24
391,FN32,man19,52,84.75,18.04,2018-04-30,2018-05-02
392,TR24,man04,87,47.01,13.94,2018-03-01,2018-05-20
393,DO16,man79,81,33.47,21.16,2018-04-28,2018-05-04
394,FK85,man05,11,68.64,13.44,2018-04-04,2018-05-27
395,FE57,man43,19,71.25,28.8,2018-03-25,2018-05-08
396,TD63,man63,67,54.86,19.56,2018-03-02,2018-05-26
397,BA45,man66,26,35.45,26.53,2018-03-03,2018-05-13
398,HW75,man87,1,73.51,16.84,2018-03-19,2018-05-11
399,KR60,man39,65,41.73,11.7,2018-04-15,2018-05-08
400,GW41,man14,20,58.71,24.34,2018-03-21,2018-05-28
401,EP73,man98,88,41.75,20.26,2018-04-14,2018-05-29
402,SD39,man80,74,60.3,10.14,2018-03-12,2018-05-09
403,CP00,man01,8,38.14,13.12,2018-04-02,2018-05-11
404,GL91,man18,92,70.15,13.88,2018-03-04,2018-05-13
405,GG78,man27,69,51.87,19.05,2018-03-22,2018-05-08
406,DW12,man28,78,66.16,21.36,2018-03-07,2018-05-16
407,FS98,man48,99,26.47,21.31,2018-03-23,2018-05-04
408,IF02,man93,49,20.33,18.61,2018-04-12,2018-05-10
409,QY56,man60,58,25.35,12.66,2018-04-21,2018-05-23
410,SB41,man30,29,24.69,14.18,2018-04-18,2018-05-22
411,YY92,man91,99,99.2,28.45,2018-04-11,2018-05-05
412,EO89,man24,65,91.71,17.48,2018-04-07,2018-05-15
413,GA67,man08,66,71.35,25.76,2018-04-29,2018-05-18
414,AH38,man08,54,99.36,29.3,2018-03-27,2018-05-06
415,IZ37,man32,43,27.51,22.93,2018-04-03,2018-05-28
416,PW37,man04,18,25.03,20.9,2018-03-20,2018-05-08
417,NO37,man87,57,37.08,28.05,2018-03-21,2018-05-06
418,OI12,man30,95,23.5,27.13,2018-04-18,2018-05-22
419,OI55,man41,15,55.36,13.03,2018-03-09,2018-05-26
